           G1           G12           G32           G24           G22           G14           G11            G4           G18           G31           G17            G3           G25           G26           G29 
 50484861.812  49176476.155
     50503495  49195208.347
 50522127.682  49213940.076
 50540761.023  49232672.462
 50559393.979  49251404.406
 50578040.314  49270136.986
 50596678.262  49288869.019
 50615308.702    49307601.7
 50633929.888  49326333.971
 50652563.351  49345066.817
   50671193.5  49363799.123
 50689819.939  49382532.223
 50708450.049  49401264.743
 50727083.755  49419997.902
 50745716.405  49438730.524
 50764350.144  49457463.864
 50782983.653  49476196.747
 50801618.042  49494930.332
 50820251.642  49513663.373
 50838886.236  49532397.135
 50857520.297  49551130.371
 50876155.035  49569864.318
 50894789.449  49588597.795
 50913424.628  49607331.946
 50932059.258  49626065.599
 50950694.456   49644799.98
 50969329.033  49663533.933
 50987964.141  49682268.502
 51006598.675  49701002.583
 51025233.771  49719737.272
 51043868.173  49738471.489
 51062503.072  49757206.358
 51081137.213   49775940.76
 51099772.112  49794675.847
 51118406.623  49813410.464
 51137041.979  49832145.808
 51155676.965  49850880.719
 51174312.545  49869616.252
 51192947.752  49888351.243
 51211583.745  49907086.955
 51230219.293  49925822.143
 51248855.537  49944558.042
 51267491.254  49963293.405
 51286127.584  49982029.415
 51304763.331  50000764.883
 51323399.891  50019501.111
 51342035.882  50038236.784
 51360672.539  50056973.126
 51379308.558  50075708.881
 51397945.306  50094445.335
  51416581.49  50113181.292
 51435218.225  50131917.821
 51453854.478  50150653.861
 51472491.387  50169390.607
 51491127.821  50188126.897
 51509764.991  50206863.938
  51528401.63  50225600.512
 51547038.939  50244337.744
 51565675.717  50263074.514
 51584313.061  50281811.916
 51602949.896  50300548.812
 51621587.481  50319286.465
 51640224.602  50338023.648
  51658862.39  50356761.531
 51677499.607  50375498.825
 51696137.583  50394236.862
 51714775.097  50412974.454
 51733413.346  50431712.744
 51752051.074  50450450.543
 51770689.519  50469189.062
 51789327.506  50487927.136
 51807966.274  50506665.966
 51826604.536  50525404.311
 51845243.492  50544143.337
 51863881.951  50562881.864
 51882521.097  50581621.081
 51901159.638  50600359.727
   51919798.9  50619099.128
 51938437.605  50637838.003
 51957076.981   50656577.56
 51975715.806  50675316.588
 51994355.387  50694056.396
 52012994.435  50712795.696
 52031634.226  50731535.765
 52050273.489  50750275.329
 52068913.477  50769015.603
  52087552.89  50787755.321
 52106193.026  50806495.741
 52124832.667  50825235.703
 52143472.995  50843976.355
 52162112.848  50862716.556
  52180753.38  50881457.449
 52199393.423  50900197.875
 52218034.102  50918938.938
  52236674.28  50937679.506
 52255315.198  50956420.791
 52273955.549  50975161.521
 52292596.612   50993902.96
 52311237.194  51012643.922
 52329878.399  51031385.552
 52348519.152  51050126.746
 52367160.534  51068868.601
 52385801.409  51087609.972
 52404443.035  51106352.108
 52423084.138  51125093.736
 52441726.003   51143836.14
 52460367.264  51162577.938
 52479009.338  51181320.515
 52497650.785  51200062.551
  52516292.95  51218805.293
   52534934.6  51237547.498
  52553577.05  51256290.482
 52572218.845  51275032.836
 52590861.369  51293775.905
 52609503.408  51312518.467
 52628146.211  51331261.786
 52646788.509  51350004.533
 52665431.517  51368748.034
 52684073.989  51387490.999
 52702717.168  51406234.709
 52721359.946  51424977.944
 52740003.386  51443721.919
 52758646.242  51462465.279
 52777289.764   51481209.36
 52795932.778  51499952.957
 52814576.508  51518697.325
 52833219.632  51537441.115
 52851863.498  51556185.665
 52870506.875  51574929.762
  52889150.95  51593674.554
 52907794.539  51612418.849
 52926438.685  51631163.695
 52945082.365  51649908.157
 52963726.749  51668653.326
 52982370.553  51687397.953
 53001015.087  51706143.344
  53019659.02  51724888.182
 53038303.781  51743633.841
 53056947.987  51762378.975
 53075592.821  51781124.793
 53094237.216   51799870.11
 53112882.254   51818616.09
  53131518.77  51837361.639
 53150164.225  51856107.912
  53168807.77  51874853.642
 53187453.117  51893600.102
 53206098.075  51912346.037
  53224743.61  51931092.663
 53243388.119  51949838.818
 53262033.682  51968585.685
 53280678.719  51987332.063
 53299324.552  52006079.135
 53317969.988  52024825.788
 53336615.883  52043573.155
  53355261.57   52062319.97
 53373908.056  52081067.629
  53392553.94  52099814.792
 53411200.614  52118562.658
 53429846.962  52137310.056
  53448494.12  52156058.242
 53467140.915  52174805.881
  53485788.34  52193554.175
 53504435.319  52212301.985
 53523083.008  52231050.428
 53541730.293  52249798.353
 53560378.156  52268547.018
 53579025.566  52287295.201
 53597673.823  52306044.109
 53616321.465  52324792.545
 53634969.887  52343541.703
 53653617.713   52362290.32
 53672266.213  52381039.672
 53690931.074  52399788.605
 53709588.289  52418538.282
 53728228.623  52437287.361
 53746876.836  52456037.132
 53765510.068  52474786.352
 53784165.102  52493536.378
  53802812.31  52512285.935
 53821459.617  52531036.248
 53840110.177  52549786.014
 53858764.761  52568536.425
 53877414.738  52587286.426
 53896063.888  52606037.051
 53914711.532  52624787.283
  53933360.35  52643538.192
 53952006.133  52662288.588
 53970649.451  52681039.593
 53989294.362  52699790.228
 54007940.897  52718541.507
 54026580.723  52737292.289
 54045225.498  52756043.789
 54063880.975  52774794.799
 54082531.305  52793546.486
 54101184.374  52812297.568
 54119851.854  52831049.555
 54138513.929  52849800.996
 54157161.066  52868553.078
 54175814.384   52887304.72
 54194469.361  52906057.057
 54213122.395  52924809.001
 54231777.413  52943561.597
 54250428.556  52962313.664
 54269080.645    52981066.4
 54287730.508  52999818.625
 54306381.025  53018571.557
 54325029.968  53037323.885
 54343679.539  53056076.851
 54362329.147   53074829.31
 54380979.748  53093582.544
 54399629.358  53112335.282
 54418280.286  53131088.747
 54436931.234  53149841.684
 54455582.762  53168595.428
 54474234.111   53187348.67
 54492886.001   53206102.64
 54511537.292  53224856.032
 54530189.321  53243610.106
  54548840.92  53262363.734
 54567486.139  53281117.989
 54586123.586  53299871.787
 54604771.145  53318626.319
 54623413.126   53337380.35
 54642067.041  53356135.068
 54660708.127  53374889.333
  54679353.85  53393644.203
 54698010.588  53412398.583
  54716666.27   53431153.55
 54735320.328  53449907.981
 54753976.425  53468663.086
  54772628.32  53487417.684
 54791276.716  53506172.958
  54809929.49  53524927.792
 54828601.582  53543683.314
 54847256.939    53562438.4
 54865902.211  53581194.174
 54884549.242  53599949.455
 54903210.358  53618705.419
 54921868.065   53637460.87
 54940528.803  53656217.059
 54959203.254  53674972.681
  54977854.77  53693729.008
 54996514.371  53712484.894
 55015166.092   53731241.47
 55033812.777  53749997.556
 55052460.317  53768754.367
 55071110.687  53787510.669
 55089777.761  53806267.758
 55108450.195  53825024.238
 55127115.726  53843781.468
 55145783.694  53862538.118
 55164464.984  53881295.386
 55183133.507  53900052.221
 55201788.905  53918809.754
 55220445.754  53937566.762
 55239090.085  53956324.554
  55257731.03  53975081.802
 55276370.431  53993839.714
 55295015.577  54012597.195
 55313664.872  54031355.452
 55332316.448  54050113.182
 55350970.049  54068871.658
  55369622.23  54087629.622
 55388275.809  54106388.305
 55406929.955  54125146.433
 55425585.007  54143905.241
 55444239.999  54162663.534
 55462895.965  54181422.527
  55481551.82  54200181.065
 55500208.613  54218940.327
 55518864.836  54237698.979
 55537521.895  54256458.344
 55556178.392  54275217.274
 55574835.573  54293976.849
 55593492.196  54312735.881
 55612149.409  54331495.639
  55630806.02  54350254.873
 55649463.165  54369014.799
 55668119.715  54387774.209
 55686776.676  54406534.189
 55705433.484  54425293.744
 55724090.953  54444054.144
 55742747.751  54462813.922
 55761405.657  54481574.404
 55780063.152  54500334.431
 55798721.293  54519095.119
 55817378.987  54537855.302
 55836037.429  54556616.211
 55854695.444  54575376.671
 55873354.178  54594137.804
  55892012.51  54612898.518
 55910671.459  54631659.851
 55929329.768  54650420.689
 55947988.846  54669182.228
 55966647.311  54687943.248
 55985306.514   54706705.03
 56003965.262   54725466.32
 56022624.714  54744228.251
 56041283.966  54762989.718
 56059943.999  54781751.837
 56078603.517  54800513.473
 56097263.882  54819275.789
 56115923.854  54838037.585
 56134584.563  54856800.031
  56153244.65  54875562.015
 56171905.213   54894324.61
 56190565.001  54913086.746
 56209225.304  54931849.594
 56227884.914  54950611.885
 56246545.161  54969374.905
 56265204.855  54988137.395
 56283865.305  55006900.697
 56302525.204  55025663.469
 56321185.758  55044426.868
 56339845.717  55063189.714
 56358506.439  55081953.307
 56377166.621  55100716.331
 56395827.604  55119480.171
 56414488.189  55138243.545
 56433149.443  55157007.579
 56451810.066  55175770.976
 56470471.308  55194535.067
 56489132.129  55213298.742
 56507793.568  55232063.035
 56526454.555  55250826.914
  56545116.23  55269591.504
 56563777.313  55288355.526
 56582434.488  55307120.209
 56601094.847  55325884.459
 56619745.743  55344649.315
 56638413.652  55363413.637
 56657075.974  55382178.603
 56675730.859  55400943.087
 56694388.698  55419708.312
 56713047.702  55438473.019
 56731713.319  55457238.411
 56750370.509  55476003.228
 56769042.602  55494768.737
 56787699.575  55513533.723
 56806362.212   55532299.38
 56825030.033  55551064.487
 56843697.932  55569830.276
 56862371.639  55588595.581
 56881036.658  55607361.559
 56899693.652  55626127.085
 56918355.223  55644893.305
 56937015.368  55663658.942
 56955673.233   55682425.34
 56974337.685  55701191.269
 56992999.655  55719957.933
 57011662.661  55738724.132
 57030326.986  55757490.997
 57048990.688  55776257.367
 57067655.149  55795024.411
 57086319.296  55813790.915
 57104983.932  55832558.132
 57123647.823  55851324.871
 57142312.439   55870092.36
 57160976.543  55888859.331
  57179641.13  55907627.066
 57198305.225  55926394.302
 57216969.836  55945162.195
 57235633.919   55963929.52
 57254298.871  55982697.627
 57272963.323  56001465.178
  57291628.48  56020233.431
 57310292.986  56039001.136
 57328958.181  56057769.529
 57347622.749  56076537.402
 57366288.071  56095305.978
 57384952.691  56114073.989
 57403618.097  56132842.778
 57422282.924  56151611.064
  57440948.49  56170380.086
 57459613.521  56189148.582
 57478279.219  56207917.802
  57496944.35  56226686.471
 57515610.233  56245455.897
 57534275.573  56264224.839
 57552941.649  56282994.546
 57571607.215  56301763.751
 57590273.545  56320533.692
 57608939.463  56339303.189
 57627606.199  56358073.369
 57646272.384   56376842.97
 57664939.492  56395613.351
 57683606.188  56414383.234
 57702273.608  56433153.837
 57720940.387  56451923.801
 57739607.892  56470694.545
 57758274.783  56489464.812
 57776942.366  56508235.671
  57795620.77  56527005.983
  57814280.61  56545777.035
 57832947.063  56564547.624
 57851602.688  56583318.927
 57870265.652  56602089.719
  57888936.56  56620861.196
 57907606.783  56639632.229
 57926279.213  56658403.866
 57944964.651  56677175.008
 57963641.939  56695946.864
 57982309.707  56714718.198
 58000971.743  56733490.214
 58019637.944  56752261.738
 58038304.862  56771033.973
 58056973.046   56789805.75
 58075641.922  56808578.312
  58094310.65  56827350.324
   58112979.8  56846123.001
 58131648.286  56864895.218
  58150317.38  56883668.154
 58168985.759  56902440.587
 58187654.411  56921213.814
 58206322.398  56939986.557
   58224991.5  56958760.022
 58243660.389  56977533.001
 58262330.113  56996306.736
 58280999.351  57015079.875
 58299669.447  57033853.749
  58318338.71  57052627.031
 58337008.755  57071401.053
  58355678.37  57090174.624
 58374348.725  57108948.849
 58393018.502  57127722.624
 58411688.931  57146497.147
 58430358.867  57165271.146
 58449029.725  57184045.855
 58467700.036  57202820.056
 58486370.938  57221595.037
 58505041.316  57240369.504
 58523712.377  57259144.638
 58542383.011  57277919.361
 58561054.442  57296694.839
 58579725.377  57315469.776
 58598397.097  57334245.474
 58617068.254  57353020.702
 58635740.089  57371796.681
 58654411.399  57390572.181
  58673083.42  57409348.333
 58691754.811  57428123.936
 58710426.923   57446900.25
  58729098.56  57465676.061
 58747770.933   57484452.56
 58766442.737  57503228.633
 58785115.323  57522005.446
 58803787.381  57540781.796
 58822460.148  57559558.855
 58841132.247  57578335.332
 58859805.046  57597112.469
 58878477.363  57615889.059
 58897154.045  57634666.397
  58915831.49  57653443.221
 58934510.239  57672220.751
 58953183.886  57690997.808
 58971859.471  57709775.569
 58990532.208  57728552.805
 59009205.188  57747330.787
 59027875.222  57766108.264
 59046546.287  57784886.438
 59065218.204  57803664.157
 59083891.071  57822442.575
 59102563.202  57841220.484
 59121235.876  57859999.126
 59139908.514  57878777.228
 59158581.889   57897556.08
 59177254.649  57916334.399
 59195928.453  57935113.396
 59214601.981  57953891.843
 59233276.286  57972671.027
 59251950.082  57991449.684
 59270624.442   58010228.95
 59289298.327  58029007.726
 59307972.901  58047787.187
  59326646.84  58066566.082
 59345321.424  58085345.793
  59363995.69  58104125.023
  59382670.62  58122904.966
 59401344.767  58141684.354
 59420020.112  58160464.509
 59438695.101  58179244.148
 59457370.856  58198024.492
 59476046.247  58216804.386
 59494722.377  58235584.984
 59513398.019   58254365.05
 59532074.286  58273145.791
 59550750.077  58291926.083
 59569426.419   58310706.97
 59588102.279  58329487.446
 59606778.892  58348268.566
 59625455.001  58367049.172
  59644131.77  58385830.424
 59662808.041  58404611.148
 59681485.048  58423392.649
 59700161.391   58442173.56
 59718838.307  58460955.197
 59737514.573  58479736.332
 59756172.673  58498518.262
 59774842.031  58517299.661
 59793509.442  58536081.808
 59812185.878  58554863.414
 59830859.905  58573645.752
 59849546.471  58592427.636
 59868240.836  58611210.224
 59886922.876  58629992.304
 59905607.018  58648775.064
 59924296.021  58667557.324
 59942974.652  58686340.273
 59961650.806  58705122.682
 59980327.014  58723905.803
 59998995.498  58742688.375
 60017676.611   58761471.65
 60036361.695  58780254.473
 60055037.785  58799038.002
 60073716.154  58817821.042
 60092398.185  58836604.775
 60111076.894  58855387.986
 60129755.774  58874171.889
 60148435.086  58892955.234
  60167115.71  58911739.363
 60185811.522  58930522.932
 60204500.747  58949307.237
  60223200.96   58968091.02
 60241894.233  58986875.549
 60260598.118  59005659.612
 60279293.756  59024444.448
  60297971.65  59043228.725
 60316650.549  59062013.733
 60335313.823  59080798.243
 60353989.944  59099583.569
 60372657.276  59118368.347
 60391314.984   59137153.77
 60409967.731  59155938.705
 60428636.483  59174724.371
 60447307.208  59193509.568
 60465982.332  59212295.536
  60484660.69  59231081.028
 60503339.555  59249867.166
 60522018.823  59268652.739
 60540699.222  59287438.914
 60559379.289   59306224.66
 60578059.968  59325011.113
  60596740.16  59343797.112
 60615421.297  59362583.917
 60634102.046  59381370.234
 60652783.591  59400157.216
 60671464.802  59418943.699
 60690147.021  59437730.938
 60708828.764  59456517.644
 60727511.282  59475305.067
 60746193.392  59494091.991
 60764876.375  59512879.646
 60783558.798  59531666.699
 60802241.714    59550454.5
 60820923.894  59569241.771
 60839606.773  59588029.739
 60858288.942  59606817.174
 60876971.668  59625605.189
 60895653.985  59644392.817
 60914336.914  59663181.088
  60933019.28  59681968.835
 60951702.489  59700757.363
 60970385.171  59719545.373
  60989068.59  59738334.122
 61007751.507  59757122.357
 61026435.197  59775911.365
 61045118.328  59794699.856
  61063802.17  59813489.012
 61082485.435   59832277.61
 61101169.445   59851066.95
 61119852.915  59869855.799
 61138537.202  59888645.446
 61157220.895  59907434.569
 61175905.236  59926224.374
 61194588.878  59945013.517
 61213273.279  59963803.433
 61231957.136  59982592.849
  61250641.66  60001382.954
 61269325.658  60020172.551
 61288010.381  60038962.842
 61306694.536  60057752.633
 61325379.538  60076543.217
 61344063.921  60095333.222
 61362749.177  60114124.016
 61381433.797  60132914.232
 61400119.048  60151705.126
 61418803.809  60170495.525
 61437489.326  60189286.685
 61456174.202   60208077.26
 61474859.663  60226868.504
 61493544.618  60245659.294
  61512230.28  60264450.804
 61530915.389  60283241.795
 61549601.147  60302033.519
 61568286.391  60320824.709
 61586972.344  60339616.582
 61605657.706  60358407.888
 61624343.838  60377199.906
 61643029.402  60395991.398
 61661715.682    60414783.6
 61680401.509  60433575.346
 61699088.048  60452367.802
 61717774.118  60471159.757
 61736460.978  60489952.399
 61755147.257  60508744.469
 61773834.097  60527537.168
 61792522.623  60546329.378
 61811210.957  60565122.248
  61829903.08  60583914.654
 61848588.456  60602707.711
 61867268.637   60621500.23
 61885948.614  60640293.459
 61904632.982  60659086.192
 61923322.845  60677879.548
 61942011.424  60696672.361
 61960699.899  60715465.902
 61979386.337      60734259
 61998072.991   60753052.88
 62016759.546  60771846.263
 62035447.139  60790640.374
 62054134.717  60809433.983
 62072822.552  60828228.252
 62091510.185  60847022.024
 62110198.631  60865816.451
 62128886.384  60884610.379
  62147574.59  60903404.962
 62166262.488   60922199.11
 62184951.196  60940994.014
 62203639.345  60959788.402
 62222328.011  60978583.481
 62241010.737  60997377.997
 62259701.318  61016173.155
   62278388.6  61034967.854
 62297061.553  61053763.224
 62315743.641  61072558.104
  62334436.35  61091353.713
 62353133.269   61110148.79
 62371821.444  61128944.528
 62390511.141  61147739.738
 62409232.065  61166535.773
 62427911.938    61185331.2
 62446590.029  61204127.339
 62465287.213  61222923.007
 62483974.212  61241719.425
 62502667.834  61260515.309
 62521353.702  61279311.899
 62540047.469  61298108.112
 62558744.534  61316905.027
 62577428.703  61335701.409
  62596121.42   61354498.46
 62614810.908  61373295.011
 62633501.627  61392092.268
 62652193.103  61410889.037
 62670881.753  61429686.612
 62689562.418  61448483.635
 62708260.988  61467281.275
  62726951.66  61486078.412
 62745644.855  61504876.298
 62764336.316  61523673.588
 62783028.782  61542471.563
 62801723.223  61561269.099
 62820410.394  61580067.309
 62839093.526  61598864.985
 62857796.381  61617663.462
 62876468.298  61636461.426
 62895163.982  61655260.079
 62913850.994  61674058.299
 62932528.591  61692857.246
 62951214.961  61711655.573
 62969916.005  61730454.666
 62988615.929  61749253.228
 63007314.635  61768052.514
 63026006.831   61786851.37
 63044708.671  61805651.035
 63063396.367   61824450.14
 63082085.391  61843249.989
 63100782.983  61862049.324
 63119479.643  61880849.451
 63138186.735  61899649.018
 63156880.744  61918449.218
 63175575.326  61937248.922
 63194273.065  61956049.402
 63212969.038  61974849.366
  63231665.67   61993650.04
 63250360.232  62012450.149
 63269054.606  62031250.967
 63287747.572  62050051.269
 63306441.264  62068852.302
 63325134.497  62087652.929
 63343828.034  62106454.229
 63362521.143  62125255.016
 63381215.551  62144056.501
 63399909.276  62162857.528
 63418604.384  62181659.276
 63437299.263  62200460.456
 63455995.165   62219262.37
 63474690.873  62238063.701
  63493387.68  62256865.801
 63512083.949  62275667.377
 63530780.747  62294469.673
 63549476.976  62313271.506
 63568199.123  62332073.981
 63586902.787  62350875.984
 63605594.237  62369678.699
 63624288.635  62388480.884
 63642984.431  62407283.805
  63661678.92  62426086.333
 63680373.351  62444889.539
   63699066.2   62463692.23
 63717768.759  62482495.597
 63736468.586  62501298.481
 63755165.135  62520102.152
 63773862.166  62538905.283
 63792559.386  62557709.162
 63811256.321  62576512.589
 63829953.268  62595316.669
 63848649.324  62614120.231
 63867345.672  62632924.522
 63886041.233  62651728.281
 63904737.199  62670532.763
 63923432.877   62689336.69
 63942128.777  62708141.471
 63960824.909   62726945.74
 63979521.629  62745750.734
 63998217.644  62764555.203
 64016914.273  62783360.432
 64035610.491  62802165.143
 64054307.759  62820970.602
 64072982.808  62839775.509
 64091685.081  62858581.172
 64110388.621   62877386.32
 64129082.026  62896192.223
 64147778.551  62914997.623
 64166479.446  62933803.818
 64185168.601  62952609.469
 64203863.562  62971415.857
 64222558.347   62990221.67
 64241263.766  63009028.243
 64259951.098  63027834.304
 64278649.882  63046641.063
 64297358.491  63065447.329
 64316050.783  63084254.297
 64334760.373  63103060.776
 64353453.899  63121867.962
 64372157.523  63140674.643
 64390859.698  63159481.986
 64409558.577   63178288.91
  64428258.54  63197096.557
 64446957.918  63215903.692
 64465658.163  63234711.524
 64484357.294  63253518.848
 64503057.023  63272326.902
 64521756.407  63291134.389
 64540456.662  63309942.687
 64559156.158  63328750.422
 64577856.382  63347558.914
 64596555.701  63366366.912
   64615255.8   63385175.58
 64633956.152  63403983.756
 64652657.326  63422792.662
 64671358.129  63441601.129
  64690059.75  63460410.315
 64708760.927   63479219.06
   64727462.8  63498028.517
 64746164.213   63516837.41
  64764866.37   63535647.08
 64783568.008   63554456.28
 64802270.337  63573266.127
 64820972.221  63592075.535
 64839674.823  63610885.636
 64858377.048  63629695.348
 64877079.894  63648505.693
 64895782.206  63667315.594
 64914485.236  63686126.168
 64933187.868  63704936.312
 64951891.242  63723747.203
 64970593.992  63742557.487
 64989297.475  63761368.535
  65008000.45  63780179.094
 65026704.131  63798990.343
 65045407.201  63817801.116
  65064111.09  63836612.631
 65082814.472  63855423.679
 65101518.633  63874235.515
 65120222.387  63893046.835
 65138926.877  63911858.847
 65157630.822  63930670.407
 65176335.492  63949482.701
 65195039.653  63968294.568
 65213744.497  63987107.109
 65232448.807  64005919.163
 65251153.873  64024731.937
 65269858.497  64043544.259
 65288563.987  64062357.337
 65307268.902  64081169.877
 65325974.541  64099983.184
 65344679.552  64118795.998
 65363385.246  64137609.537
  65382090.36  64156422.523
 65400796.234  64175236.258
  65419501.65  64194049.557
 65438207.754  64212863.538
 65456913.258  64231676.937
 65475619.429  64250491.049
  65494325.11  64269304.721
 65513031.443  64288119.065
  65531737.15  64306932.833
 65550443.704   64325747.41
  65569149.66  64344561.439
 65587856.358  64363376.201
 65606562.474  64382190.462
 65625269.456  64401005.529
 65643975.893  64419820.068
 65662683.044  64438635.353
 65681389.746  64457450.209
 65700097.104  64476265.761
 65718804.036  64495080.946
 65737511.783  64513896.907
 65756218.956  64532712.345
 65774926.799  64551528.418
 65793634.192  64570344.091
 65812342.388  64589160.525
 65831050.115  64607976.487
 65849758.487  64626793.041
  65868466.32  64645609.091
 65887174.907   64664425.85
 65905883.104  64683242.195
 65924591.993  64702059.253
 65943300.341  64720875.752
 65962009.402  64739692.947
 65980718.023  64758509.735
  65999427.38  64777327.236
 66018136.247  64796144.297
 66036845.859  64814962.102
 66055554.826  64833779.254
 66074264.513   64852597.17
 66092973.715  64871414.604
 66111683.603  64890232.755
 66130393.033  64909050.462
  66149103.19  64927868.864
 66167812.884  64946686.833
 66186523.276  64965505.478
 66205233.175  64984323.643
 66223943.868  65003142.575
 66242654.021  65021961.035
 66261364.915  65040780.275
 66280075.307  65059598.999
 66298786.259  65078418.294
 66317496.669  65097237.053
 66336207.835  65116056.552
 66354918.433   65134875.53
 66373629.722  65153695.174
 66392340.441  65172514.298
  66411051.83   65191334.09
 66429762.749  65210153.421
 66448474.411  65228973.501
 66467185.511  65247793.044
 66485897.336  65266613.319
 66504608.582  65285433.063
 66523320.527  65304253.526
 66542032.058  65323073.606
 66560744.259  65341894.417
 66579455.872  65360714.622
 66598168.302  65379535.549
 66616880.127  65398355.977
 66635592.659  65417177.085
 66654304.798  65435997.827
 66673017.645  65454819.236
 66691729.958  65473640.099
 66710442.964  65492461.642
 66729155.375   65511282.65
 66747868.457  65530104.334
 66766581.052  65548925.559
 66785294.358  65567747.483
 66804007.131  65586568.875
  66822720.61  65605390.986
 66841433.498  65624212.528
 66860147.128  65643034.833
 66878860.278  65661856.641
  66897574.11  65680679.133
 66916287.446  65699501.135
 66935001.399  65718323.752
 66953714.906  65737145.949
 66972429.136  65755968.922
 66991142.754  65774791.285
 67009857.132  65793614.384
 67028570.966  65812436.965
  67047285.52   65831260.25
 67065999.549  65850083.029
 67084714.241   65868906.46
 67103428.366  65887729.339
 67122143.266  65906552.998
 67140857.685  65925376.146
 67159572.725   65944199.95
  67178287.26  65963023.241
 67197002.469   65981847.21
 67215717.014  66000670.585
 67234432.319  66019494.722
 67253147.056  66038318.331
 67271862.458  66057142.644
 67290577.435  66075966.537
 67309293.049  66094791.096
 67328008.126   66113615.14
 67346723.898  66132439.836
 67365439.009  66151263.918
 67384154.822  66170088.707
 67402870.235  66188913.111
 67421586.381  66207738.196
 67440302.026  66226562.804
 67459018.384  66245388.115
 67477734.141   66264212.88
 67496450.567  66283038.351
  67515162.19  66301863.261
 67533875.483  66320688.915
 67552582.497   66339514.04
 67571302.862   66358339.91
 67590033.617  66377165.271
 67608749.624  66395991.305
 37648224.269  36435570.997
 37666957.562  36454397.177
 37685691.294  36473222.806
 37704432.841  36492049.223
 37723171.817  36510875.084
 37741899.453  36529701.675
 37760614.739  36548527.774
 37779316.916  36567354.534
 37798027.104   36586180.74
 37816733.706  36605007.712
 37835448.466  36623834.223
 37854160.748  36642661.378
 37872893.076  36661488.045
 37891616.099  36680315.417
 37910321.079  36699142.278
 37929041.284  36717969.759
 37947734.271  36736796.716
 37966448.404  36755624.387
 37985155.522  36774451.537
 38003873.312  36793279.354
 38022586.926  36812106.675
 38041306.291   36830934.68
 38060025.904  36849762.234
 38078743.259  36868590.467
 38097457.678   36887418.19
 38116173.468  36906246.606
 38134888.299  36925074.464
 38153604.559  36943903.065
 38172322.308    36962731.2
 38191041.117  36981560.035
 38209759.722  37000388.342
 38228479.008  37019217.305
 38247197.476  37038045.721
  38265916.55  37056874.926
 38284635.136  37075703.618
  38303354.67  37094533.064
 38322073.569  37113361.928
 38340793.062  37132191.489
 38359512.132  37151020.511
 38378231.986  37169850.243
 38396951.381  37188679.414
 38415671.507  37207509.294
 38434391.325  37226338.759
 38453111.638  37245168.905
 38471831.704  37263998.661
 38490552.587  37282829.189
 38509272.635  37301659.046
 38527993.488  37320489.623
 38546713.857  37339319.679
 38565434.925  37358150.483
 38584155.428  37376980.779
 38602876.614  37395811.743
 38621597.184  37414642.132
 38640318.627  37433473.258
 38659039.555  37452303.908
 38677761.325    37471135.3
 38696482.421  37489966.059
 38715204.171  37508797.503
 38733925.441  37527628.426
 38752647.442  37546460.092
 38771368.964  37565291.285
 38790091.132  37584123.084
 38808812.633  37602954.316
 38827534.889  37621786.227
 38846256.658  37640617.646
 38864979.272  37659449.853
 38883701.327  37678281.471
 38902424.015  37697113.777
 38921146.134  37715945.508
 38939868.781  37734777.897
 38958591.035  37753609.878
 38977313.937  37772442.614
 38996036.235  37791274.789
 39014759.222  37810107.655
 39033481.754  37828940.013
 39052204.838   37847772.97
  39070927.35   37866605.33
 39089650.625  37885438.435
 39108373.306  37904271.022
 39127096.736  37923104.295
 39145819.571  37941937.023
 39164543.208  37960770.535
 39183266.187  37979603.412
 39201989.895  37998437.027
 39220713.006  38017270.091
 39239436.743  38036103.824
 39258159.912   38054937.02
 39276883.873  38073771.027
 39295607.343   38092604.55
 39314331.426  38111438.742
 39333055.022  38130272.453
 39351779.278  38149106.824
 39370503.117  38167940.764
 39389227.645  38186775.422
 39407951.583  38205609.513
 39426676.302  38224444.373
 39445400.345  38243278.587
 39464125.243  38262113.615
 39482849.623  38280948.115
 39501574.692  38299783.305
 39520299.246  38318617.944
 39539024.552  38337453.329
 39557749.319  38356288.199
 39576474.827  38375123.788
 39595199.804  38393958.875
 39613925.478  38412794.626
 39632650.649   38431629.93
 39651376.489  38450465.899
 39670101.852  38469301.415
 39688827.951  38488137.653
 39707553.497  38506973.347
 39726279.767  38525809.784
 39745005.456   38544645.68
 39763731.828  38563482.246
 39782457.692  38582318.299
 39801184.362  38601155.185
 39819910.382  38619991.442
 39838637.124   38638828.41
 39857363.386    38657664.9
 39876090.229  38676501.987
 39894816.559  38695338.564
 39913543.639  38714175.879
 39932270.237  38733012.704
 39950997.525  38751850.245
 39969724.364  38770687.317
 39988451.841  38789525.032
 40007178.743  38808362.166
 40025906.316  38827200.003
  40044633.27  38846037.226
 40063360.968   38864875.21
 40082088.213  38883712.822
 40100816.123  38902551.069
 40119543.446  38921388.806
 40138271.444  38940227.179
 40156998.959   38959065.08
 40175727.179  38977903.668
 40194454.874  38996741.787
 40213183.336  39015580.649
 40231911.205  39034418.918
 40250639.774  39053257.923
 40269367.794  39072096.381
 40288096.625   39090935.63
 40306824.813  39109774.281
 40325553.736  39128613.664
 40344285.848  39147452.589
  40363014.98  39166292.208
 40381741.274  39185131.213
 40400468.766  39203970.893
 40419196.822  39222809.999
 40437916.813  39241649.848
 40456645.981  39260489.209
 40475379.769  39279329.252
 40494112.652  39298168.868
 40512844.831  39317009.158
 40531576.093  39335848.897
