           G1           G28           R22           G19           R12            G7            G3            G6            R6           R24            R5           G26           G11           G16           R13           R14            G8           R23           G15           G22           G17            R7           R15           R17            R8           G32           G20            G9            R1           R16            G4           R18            R2           G12            G2            R9           G10           G23           G25           R19           R10           G13            G5            R4           G31           R11           G29           R20           G30           G21           R21           G18           G14 
            0             0             0             0  20667838.602             0             0             0             0             0             0             0             0  22446160.371             0             0             0             0             0             0             0             0             0             0             0  22704302.962  22213155.162             0  21016166.795             0             0             0  20318022.278             0             0             0             0  22453377.293  24321745.076  23646014.598  22726167.408  24800559.337             0             0  20588907.414  19433461.318  22891139.289  21754541.292  20088580.541             0  22717975.398             0  23978335.613 
            0             0             0             0   20653636.83             0             0             0             0             0             0             0             0  22426675.479             0             0             0             0             0             0             0             0             0             0             0  22718872.953  22222338.484             0  21035951.475             0             0             0  20314371.495             0             0             0             0  22435835.646   24342056.91  23662158.072  22746003.923  24779266.554             0             0  20596362.328  19440205.424  22887611.132  21751148.182  20082667.874             0  22697266.395             0  23998600.722 
            0             0             0             0  20639497.173             0             0             0             0             0             0             0             0  22407248.798             0             0             0             0             0             0             0             0             0             0             0  22733509.252  22231623.573             0  21055829.814             0             0             0  20310875.182             0             0             0             0  22418340.675  24362395.129  23678412.458  22765857.519  24757972.891             0             0  20603877.944  19447031.934  22884191.845   21747909.61  20076867.023             0  22676622.052             0  24018891.462 
            0             0             0             0  20625421.286             0             0             0             0             0             0             0             0  22387879.836             0             0             0             0             0             0             0             0             0             0             0  22748210.458  22241007.305             0  21075804.599             0             0             0  20307534.403             0             0             0             0  22400892.267   24382758.29  23694765.537  22785720.564  24736693.978             0             0  20611454.723  19453935.228   22880882.57  21744825.975   20071178.36             0  22656049.833             0  24039211.635 
            0             0             0             0  20611408.858             0             0             0             0             0             0             0             0  22368569.217             0             0             0             0             0             0             0             0             0             0             0   22762977.38  22250489.179             0  21095870.785             0             0             0  20304348.315             0             0             0             0  22383491.655  24403150.322  23711233.313  22805600.393  24715419.833             0             0  20619091.843  19460919.273  22877684.522  21741894.377    20065601.9             0  22635543.707             0  24059559.735 
            0             0             0             0  20597459.037             0             0             0             0             0             0             0             0  22349318.018             0             0             0             0             0             0             0             0             0             0             0  22777810.036  22260068.156             0  21116029.378             0             0             0  20301318.423             0             0             0             0  22366139.033  24423564.524   23727793.68  22825492.901   24694147.93             0             0  20626789.175  19467980.892  22874596.924  21739116.935  20060137.506             0  22615105.484             0  24079936.879 
            0             0             0             0  20583574.066             0             0             0             0             0             0             0             0  22330124.943             0             0             0             0             0             0             0             0             0             0             0  22792705.815  22269746.525             0  21136279.866             0             0             0  20298444.532             0             0             0             0  22348833.853   24444005.73  23744463.603  22845397.475  24672895.184             0             0  20634546.747  19475121.984  22871620.099   21736493.25  20054785.729             0  22594740.253             0  24100341.425 
            0             0             0             0  20569753.084             0             0             0             0             0             0             0             0  22310990.349             0             0             0             0             0             0             0             0             0             0             0  22807666.606  22279523.051             0  21156621.166             0             0             0  20295725.302             0             0             0             0  22331578.034  24464466.084  23761231.906  22865318.368  24651643.824             0             0  20642364.373  19482340.058  22868754.847  21734021.069  20049545.991             0  22574445.457             0   24120772.55 
            0             0             0             0  20555995.441             0             0             0             0             0             0             0             0   22291917.37             0             0             0             0             0             0             0             0             0             0             0  22822688.952  22289397.235             0   21177054.28             0             0             0  20293163.044             0             0             0             0  22314371.152  24484955.822    23778106.1  22885253.427   24630404.08             0             0  20650242.655  19489636.328  22866000.682  21731704.504  20044419.009             0  22554221.517             0  24141228.101 
            0             0             0             0  20542301.266             0             0             0             0             0             0             0             0   22272904.06             0             0             0             0             0             0             0             0             0             0             0  22837776.089  22299367.781             0  21197577.786             0             0             0  20290756.231             0             0             0             0  22297214.503  24505464.886  23795075.689  22905200.768  24609174.286             0             0  20658179.664  19497010.736  22863358.411  21729544.917  20039404.927             0  22534072.004             0  24161713.183 
            0             0             0             0  20528670.696             0             0             0             0             0             0             0             0  22253953.402             0             0             0             0             0             0             0             0             0             0             0  22852925.599  22309433.637             0  21218188.924             0             0             0  20288506.549             0             0             0             0  22280107.334  24526000.983  23812152.937  22925161.706   24587950.69             0             0  20666176.434  19504461.687    22860826.8  21727533.891  20034503.018             0   22513993.99             0  24182224.159 
            0             0             0             0  20515105.334             0             0             0             0             0             0             0             0  22235062.397             0             0             0             0             0             0             0             0             0             0             0  22868137.481  22319597.035             0  21238887.856             0             0             0  20286413.425             0             0             0             0  22263051.746  24546554.794  23829316.739  22945133.853   24566740.95             0             0  20674233.112  19511991.367  22858407.316  21725683.073  20029714.064             0  22493994.352             0  24202760.499 
            0             0             0             0  20501604.216             0             0             0             0             0             0             0             0  22216233.398             0             0             0             0             0             0             0             0             0             0             0  22883410.173  22329855.602             0  21259675.476             0             0             0  20284476.024             0             0             0             0  22246046.313  24567136.332  23846591.989  22965120.582  24545539.453             0             0  20682349.082  19519596.261  22856099.196  21723982.048   20025037.66             0  22474067.593             0   24223323.93 
            0             0             0             0  20488167.553             0             0             0             0             0             0             0             0  22197465.153             0             0             0             0             0             0             0             0             0             0             0  22898743.701  22340209.423             0  21280545.931             0             0             0    20282695.2             0             0             0             0  22229091.857  24587733.802  23863960.206   22985115.97  24524348.889             0             0  20690523.585  19527279.458  22853902.431  21722436.602  20020474.241             0  22454214.543             0  24243911.246 
            0             0             0             0  20474796.051             0             0             0             0             0             0             0             0  22178760.903             0             0             0             0             0             0             0             0             0             0             0   22914138.38  22350657.439             0  21301506.033             0             0             0  20281071.511             0             0             0             0  22212191.449  24608357.787  23881425.418  23005124.721  24503172.983             0             0  20698757.476  19535037.466   22851818.07  21721050.633  20016023.702             0  22434440.087             0  24264524.901 
            0             0             0             0   20461490.26             0             0             0             0             0             0             0             0  22160118.846             0             0             0             0             0             0             0             0             0             0             0  22929593.349  22361200.144             0    21322549.3             0             0             0  20279605.938             0             0             0             0   22195342.06  24628998.429  23898992.711  23025145.567  24482004.836             0             0  20707050.351  19542872.283  22849847.963  21719816.537  20011686.026             0  22414745.233             0  24285163.029 
            0             0             0             0   20448248.44             0             0             0             0             0             0             0             0  22141540.167             0             0             0             0             0             0             0             0             0             0             0  22945107.108  22371836.908             0  21343679.176             0             0             0   20278295.93             0             0             0             0  22178545.705  24649660.696  23916648.745  23045178.161  24460847.483             0             0  20715401.051  19550783.159  22847989.168   21718739.17  20007461.512             0  22395129.508             0    24305825.2 
            0             0             0             0  20435072.454             0             0             0             0             0             0             0             0  22123024.821             0             0             0             0             0             0             0             0             0             0             0    22960680.1  22382567.312             0  21364890.215             0             0             0  20277144.036             0             0             0             0  22161802.985  24670345.881  23934393.725  23065219.693  24439707.777             0             0  20723811.064  19558770.265   22846244.08  21717811.646  20003350.183             0  22375590.496             0  24326512.443 
            0             0             0             0  20421962.466             0             0             0             0             0             0             0             0  22104573.278             0             0             0             0             0             0             0             0             0             0             0   22976311.93  22393390.762             0  21386184.787             0             0             0  20276148.804             0             0             0             0  22145113.369   24691046.92  23952244.724  23085278.411  24418578.701             0             0  20732279.282  19566831.865  22844609.652  21717044.782  19999351.922             0  22356132.599             0  24347225.052 
            0             0             0             0  20408917.217             0             0             0             0             0             0             0             0  22086187.559             0             0             0             0             0             0             0             0             0             0             0  22992004.017  22404307.408             0  21407561.733             0             0             0  20275310.653             0             0             0             0  22128477.462  24711767.578   23970189.24  23105339.901  24397459.715             0             0  20740806.233  19574969.061  22843087.291  21716433.566  19995466.711             0   22336755.52             0  24367954.089 
            0             0             0             0  20395937.937             0             0             0             0             0             0             0             0   22067865.59             0             0             0             0             0             0             0             0             0             0             0  23007751.218  22415314.955             0  21429018.857             0             0             0  20274630.134             0             0             0             0  22111896.947  24732508.229             0  23125418.183  24376358.851             0             0   20749389.91  19583181.237  22841678.353  21715976.263  19991694.581             0  22317462.637             0  24388712.951 
            0             0             0             0  20383024.977             0             0             0             0             0             0             0             0  22049608.473             0             0             0             0             0             0             0             0             0             0             0   23023556.21   22426414.56             0  21450557.362             0             0             0  20274108.241             0             0             0             0  22095370.715  24753267.914   24006352.72  23145502.892  24355268.005             0             0  20758032.452  19591467.511  22840382.451  21715674.097  19988035.707             0  22298252.732             0  24409493.735 
            0             0             0             0  20370177.527             0             0             0             0             0             0             0             0  22031416.725             0             0             0             0             0             0             0             0             0             0             0  23039418.736  22437605.708             0  21472175.516             0             0             0  20273742.853             0             0             0             0  22078899.818  24774041.949  24024579.291  23165598.795  24334192.994             0             0  20766731.886  19599828.782  22839200.074  21715525.492  19984489.538             0   22279124.21             0  24430297.866 
            0             0             0             0  20357396.736             0             0             0             0             0             0             0             0  22013292.936             0             0             0             0             0             0             0             0             0             0             0  23055335.814  22448887.455             0  21493871.448             0             0             0  20273535.428             0             0             0             0  22062485.759  24794839.629  24042888.173  23185707.168   24313134.49             0             0  20775490.499  19608263.218   22838131.42  21715534.809   19981056.95             0  22260080.863             0  24451121.776 
            0             0             0             0  20344682.123             0             0             0             0             0             0             0             0  21995233.902             0             0             0             0             0             0             0             0             0             0             0  23071310.295  22460259.975             0  21515646.509             0             0             0  20273485.283             0             0             0             0  22046127.832  24815650.087  24061287.794  23205821.124  24292086.945             0             0  20784304.737  19616772.211  22837176.387  21715701.603  19977737.634             0  22241125.043             0  24471971.466 
            0             0             0             0  20332034.106             0             0             0             0             0             0             0             0  21977242.018             0             0             0             0             0             0             0             0             0             0             0  23087339.332  22471722.476             0   21537497.77             0             0             0  20273592.098             0             0             0             0  22029826.593  24836477.239  24079770.206  23225946.461   24271060.39             0             0  20793177.421  19625354.762   22836332.86  21716024.885  19974531.584             0  22222253.906             0  24492837.647 
            0             0             0             0  20319453.162             0             0             0             0             0             0             0             0  21959317.293             0             0             0             0             0             0             0             0             0             0             0  23103423.621  22483273.961             0   21559426.23             0             0             0  20273858.261             0             0             0             0  22013583.863  24857320.932  24098338.606  23246078.225  24250043.475             0             0  20802106.159  19634010.674  22835604.197  21716500.301  19971438.756             0  22203468.704             0  24513727.923 
            0             0             0             0  20306938.387             0             0             0             0             0             0             0             0  21941459.896             0             0             0             0             0             0             0             0             0             0             0  23119560.946   22494915.38             0  21581430.387             0             0             0  20274281.283             0             0             0             0  21997398.245  24878183.313             0   23266223.82  24229047.574             0             0  20811093.329  19642739.465  22834987.624  21717129.972  19968459.603             0  22184770.688             0  24534638.427 
            0             0             0             0  20294491.691             0             0             0             0             0             0             0             0  21923670.864             0             0             0             0             0             0             0             0             0             0             0  23135753.002  22506644.229             0  21603510.503             0             0             0  20274862.394             0             0             0             0  21981270.546  24899057.765             0  23286377.341  24208064.611             0             0  20820136.175  19651540.849  22834484.874   21717917.83  19965592.898             0  22166164.326             0  24555572.052 
            0             0             0             0  20282110.806             0             0             0             0             0             0             0             0  21905949.282             0             0             0             0             0             0             0             0             0             0             0  23151999.194  22518462.434             0  21625663.755             0             0             0    20275600.9             0             0             0             0  21965200.675  24919946.025             0  23306537.513  24187099.773             0             0  20829236.162  19660414.898  22834096.188  21718862.564  19962839.802             0  22147645.468             0  24576525.305 
            0             0             0             0  20269797.679             0             0             0             0             0             0             0             0  21888297.173             0             0             0             0             0             0             0             0             0             0             0   23168297.92  22530366.994             0  21647889.598             0             0             0   20276496.25             0             0             0             0  21949190.461  24940851.785             0  23326708.211   24166151.43             0             0  20838392.308   19669361.42  22833821.204  21719963.721  19960199.976             0  22129217.202             0  24597498.731 
            0             0             0             0  20257551.861             0             0             0             0             0             0             0             0  21870714.557             0             0             0             0             0             0             0             0             0             0             0  23184647.267  22542358.741             0  21670187.103             0             0             0    20277549.7             0             0             0             0  21933241.775  24961773.236             0  23346887.712  24145222.036             0             0  20847604.466  19678379.854  22833659.265  21721219.294  19957673.402             0  22110881.255             0  24618492.058 
            0             0             0             0  20245374.267             0             0             0             0             0             0             0             0   21853200.57             0             0             0             0             0             0             0             0             0             0             0  23201050.237  22554437.173             0   21692560.81             0             0             0  20278761.455             0             0             0             0  21917352.306  24982706.451             0  23367072.569  24124309.761             0             0  20856873.699  19687469.827  22833612.746  21722627.935  19955260.023             0  22092637.609             0  24639504.921 
            0             0             0             0  20233264.205             0             0             0             0             0             0             0             0  21835757.091             0             0             0             0             0             0             0             0             0             0             0  23217501.312   22566603.17             0  21715002.397             0             0             0  20280129.961             0             0             0             0  21901523.257  25003650.553             0  23387265.776  24103417.771             0             0  20866198.282  19696632.233  22833680.345  21724195.857  19952960.154             0  22074484.885             0  24660534.646 
            0             0             0             0  20221221.335             0             0             0             0             0             0             0             0  21818384.032             0             0             0             0             0             0             0             0             0             0             0  23234005.738  22578853.354             0  21737514.506             0             0             0  20281655.966             0             0             0             0  21885755.504  25024612.626             0  23407467.133  24082545.345             0             0  20875579.221  19705864.645  22833860.591  21725918.547  19950773.051             0  22056424.417             0   24681587.69 
            0             0             0             0  20209247.208             0             0             0             0             0             0             0             0  21801080.421             0             0             0             0             0             0             0             0             0             0             0  23250561.228  22591189.751             0  21760095.223             0             0             0  20283340.543             0             0             0             0  21870048.449  25045582.429             0  23427677.979  24061689.216             0             0  20885015.242  19715168.921  22834154.902  21727796.946  19948699.415             0  22038461.406             0  24702656.076 
            0             0             0             0  20197340.528             0             0             0             0             0             0             0             0  21783847.865             0             0             0             0             0             0             0             0             0             0             0  23267166.223  22603610.537             0  21782746.141             0             0             0  20285181.697             0             0             0             0  21854402.152  25066568.535             0  23447893.189   24040854.53             0             0  20894507.785  19724543.505  22834562.968  21729829.401  19946738.434             0  22020592.224             0  24723745.394 
            0             0             0             0  20185503.279             0             0             0             0             0             0             0             0  21766686.887             0             0             0             0             0             0             0             0             0             0             0  23283819.888  22616115.028             0  21805466.304             0             0             0  20287180.914             0             0             0             0   21838819.52  25087567.188             0  23468115.605  24020039.037             0             0  20904054.691  19733989.393  22835084.438   21732018.35  19944890.569             0   22002819.09             0  24744850.668 
            0             0             0             0  20173733.718             0             0             0             0             0             0             0             0  21749598.025             0             0             0             0             0             0             0             0             0             0             0  23300522.356  22628703.581             0  21828251.666             0             0             0  20289337.185             0             0             0             0  21823299.776  25108577.747             0   23488342.07  23999246.315             0             0   20913657.47  19743503.776  22835719.776  21734364.811  19943155.956             0   21985142.14             0  24765975.476 
            0             0             0             0  20162033.126             0             0             0             0             0             0             0             0  21732580.815             0             0             0             0             0             0             0             0             0             0             0  23317271.839   22641375.77             0  21851104.149             0             0             0  20291651.035             0             0             0             0  21807843.385             0             0  23508579.015  23978470.064             0             0  20923315.092  19753090.566  22836468.579  21736861.777  19941534.773             0  21967561.398             0  24787112.253 
            0             0             0             0  20150400.767             0             0             0             0             0             0             0             0  21715636.884             0             0             0             0             0             0             0             0             0             0             0  23334071.987  22654130.264             0  21874020.596             0             0             0  20294121.157             0             0             0             0  21792452.013             0             0  23528821.469  23957718.818             0             0  20933027.664  19762744.561  22837332.969  21739518.567  19940026.548             0  21950081.318             0  24808269.278 
            0             0             0             0  20138836.641             0             0             0             0             0             0             0             0  21698763.972             0             0             0             0             0             0             0             0             0             0             0  23350917.639  22666967.755             0  21897002.675             0             0             0  20296748.261             0             0             0             0  21777124.367             0             0   23549072.02  23936991.034             0             0  20942795.448  19772469.478  22838312.419  21742327.623  19938630.402             0  21932700.476             0  24829445.681 
            0             0             0             0  20127343.549             0             0             0             0             0             0             0             0  21681966.099             0             0             0             0             0             0             0             0             0             0             0   23367810.89  22679886.155             0  21920048.158             0             0             0  20299532.116             0             0             0             0  21761861.253             0             0  23569324.755  23916281.478             0             0  20952618.091  19782263.677  22839404.512  21745292.719  19937347.601             0  21915420.463             0  24850633.978 
            0             0             0             0  20115918.805             0             0  24779013.781             0             0             0             0             0  21665240.304             0             0             0             0             0             0             0             0             0             0             0  23384748.891  22692886.529             0  21943156.565             0             0             0  20302474.043             0             0             0             0   21746662.58             0             0   23589587.15  23895596.632             0             0  20962494.308  19792126.234  22840611.488  21748411.624  19936177.229             0  21898239.411             0  24871842.412 
            0             0             0             0  20104563.126             0             0  24758201.608             0             0             0             0             0  21648589.193             0             0             0             0             0             0             0             0             0             0             0  23401733.496  22705966.567             0  21966327.149             0             0             0  20305571.087             0             0             0             0   21731529.64             0             0  23609855.261  23874933.788             0             0  20972425.285  19802057.236  22841931.512  21751688.153  19935120.019             0  21881159.054             0  24893065.276 
            0             0             0             0  20093277.155             0             0  24737390.448             0             0             0             0             0  21632011.726             0             0             0             0             0             0             0             0             0             0             0   23418764.03  22719127.965             0  21989560.084             0             0             0  20308825.585             0             0             0             0  21716462.249             0             0  23630124.646  23854297.044             0             0  20982410.297  19812058.562  22843366.199  21755119.095   19934175.27             0  21864181.876             0  24914302.936 
            0             0             0             0  20082060.409             0             0  24716575.551             0             0             0             0             0  21615509.284             0             0             0             0             0             0             0             0             0             0             0  23435839.394  22732367.201             0   22012853.03             0             0             0  20312236.894             0             0             0             0  21701461.374             0             0  23650401.627  23833679.446             0             0  20992449.389  19822126.016  22844914.428  21758703.112  19933342.401             0  21847309.159             0  24935555.001 
            0             0             0             0  20070913.007             0             0  24695762.981             0             0             0             0             0  21599082.048             0             0             0             0             0             0             0             0             0             0             0  23452958.928  22745688.099             0  22036208.346             0             0             0  20315804.219             0             0             0             0  21686527.706             0             0  23670682.941  23813089.352             0             0  21002542.116  19832261.795  22846576.772  21762438.402  19932623.269             0  21830538.274             0             0 
            0             0             0             0   20059836.55             0             0   24674949.54             0             0             0             0             0  21582729.372             0             0             0             0             0             0             0             0             0             0             0   23470121.49  22759087.486             0  22059619.596             0             0             0  20319526.893             0             0             0             0  21671661.435             0             0  23690969.121  23792523.914             0             0  21012688.966  19842465.558  22848352.151  21766331.732  19932016.043             0  21813874.285             0             0 
            0             0             0             0  20048830.787             0             0  24654136.661             0             0             0             0             0  21566452.131  24107505.884             0             0             0             0             0             0             0             0             0             0   23487327.45  22772564.808             0   22083090.19             0             0             0  20323405.351             0             0             0             0  21656864.503             0             0  23711264.525  23771981.645             0             0  21022888.828  19852737.063   22850242.15  21770378.693  19931521.404             0  21797314.319             0             0 
            0             0             0             0  20037893.685             0             0  24633323.397             0             0             0             0             0  21550251.457  24087311.167             0             0             0             0             0             0             0             0             0             0   23504576.73  22786118.448             0   22106619.22             0             0             0  20327440.218             0             0             0             0  21642135.573             0             0  23731556.422  23751468.368             0             0  21033143.263  19863074.448   22852246.39  21774580.897  19931138.575             0  21780860.005             0             0 
            0             0             0             0  20027026.022             0             0  24612510.783             0             0             0             0             0  21534126.458  24067135.674             0             0             0             0             0             0             0             0             0             0  23521867.379  22799750.781             0  22130203.673             0             0             0  20331631.297             0             0             0             0  21627475.229             0             0  23751858.528  23730978.891             0             0  21043450.281  19873479.945  22854363.262  21778934.743  19930868.262             0  21764512.747             0             0 
            0             0             0             0  20016230.576             0             0  24591700.771             0             0             0             0             0  21518078.202   24046970.34             0             0             0             0             0             0             0             0             0             0  23539199.731  22813458.607             0  22153845.954             0             0             0  20335978.183             0             0             0             0  21612884.421             0             0  23772162.517  23710513.969             0             0  21053810.353  19883951.571  22856595.521  21783441.519  19930709.664             0  21748273.655             0             0 
            0             0             0             0  20005505.653             0             0  24570894.231             0             0             0             0             0  21502107.519   24026818.83             0             0             0             0             0             0             0             0             0             0  23556572.532  22827243.713             0   22177542.16             0             0             0  20340478.284             0             0             0             0  21598362.943             0             0   23792469.56  23690077.439             0             0  21064223.467  19894490.669  22858941.422  21788102.578  19930663.449             0  21732143.593             0             0 
            0             0             0             0  19994850.782             0             0  24550091.783             0             0             0             0             0  21486214.272  24006678.292             0             0             0             0             0             0             0             0             0             0  23573988.647  22841103.603             0  22201292.563             0             0             0  20345132.979             0             0             0             0  21583911.518             0             0  23812786.134  23669669.501             0             0  21074688.895  19905093.761   22861400.47   21792915.49  19930728.749             0  21716120.291             0             0 
            0             0             0             0  19984266.826             0             0  24529293.064             0             0             0             0             0  21470398.046   23986552.22             0             0             0             0             0             0             0             0             0             0   23591441.32  22855039.417             0  22225097.161             0             0             0  20349942.901             0             0             0             0  21569530.419             0             0   23833103.22  23649288.552             0             0  21085207.455   19915765.21  22863974.541  21797882.206   19930906.37             0  21700210.319             0             0 
            0             0             0             0  19973753.499             0             0  24508493.878             0             0             0             0             0  21454659.972  23966433.773             0             0             0             0             0             0             0             0             0             0  23608936.666  22869049.632             0  22248954.018             0             0             0  20354910.203             0             0             0             0  21555221.067             0             0  23853419.015  23628934.209             0             0  21095778.485  19926501.151  22866661.902  21803003.465  19931195.276             0  21684407.144             0             0 
            0             0             0             0   19963312.39             0             0  24487704.558             0             0             0             0             0  21438999.516  23946328.509             0             0             0             0             0             0             0             0             0             0   23626470.22  22883132.533             0  22272864.971             0             0             0  20360030.546             0             0             0             0  21540983.551             0             0  23873744.282  23608610.299             0             0  21106401.819   19937302.55  22869461.256  21808276.083  19931595.801             0  21668720.214             0             0 
            0             0             0             0  19952940.894             0             0  24466919.881             0             0             0             0             0  21423418.926  23926248.298             0             0             0             0             0             0             0             0             0             0  23644042.916  22897291.562             0   22296826.29             0             0             0  20365303.865             0             0             0             0  21526817.984             0             0  23894069.397  23588315.709             0             0  21117077.569  19948168.583  22872375.658  21813700.898  19932107.648             0  21653143.661             0             0 
            0             0             0             0  19942642.086             0             0  24446137.814             0             0             0             0             0  21407916.422   23906174.09             0             0             0             0             0             0             0             0             0             0  23661652.082  22911520.881             0  22320837.303             0             0             0  20370730.877             0             0             0             0  21512724.726             0             0  23914397.788  23568049.682             0             0  21127804.675  19959099.497  22875403.065  21819276.531  19932731.082             0  21637678.469             0             0 
            0             0             0             0  19932414.319             0             0  24425361.879             0             0             0             0             0  21392493.729  23886113.208             0             0             0             0             0             0             0             0             0             0   23679301.14  22925822.469             0  22344896.856             0             0             0  20376312.452             0             0             0             0  21498704.716             0             0  23934726.244  23547812.432             0             0  21138583.765  19970095.842  22878542.946  21825004.203  19933465.609             0  21622327.338             0             0 
